Date,Open,High,Low,Close,Volume,Stock
2007-09-11,21.0523075,21.28761215,21.01554189,21.27290535,34380800,MSFT
2007-09-12,21.18466593,21.44938279,21.17731253,21.27290535,42364700,MSFT
2007-09-13,21.41261203,21.51555683,21.29495903,21.44202423,35288600,MSFT
2007-09-14,21.30966797,21.40526078,21.23613536,21.35378838,33496600,MSFT
2007-09-17,21.16996347,21.23614129,21.04495842,21.12584305,39536500,MSFT
2007-09-18,21.10378131,21.30231756,20.78759204,21.27290535,77462400,MSFT
2007-09-19,21.22878942,21.25820163,20.80965386,21.08172417,94242200,MSFT
2007-09-20,20.94201292,21.01554555,20.83906808,20.89789391,67168900,MSFT
2007-09-21,21.09643212,21.18467016,20.91260124,21.06701851,135636100,MSFT
2007-09-24,21.18466019,21.77291957,21.17730679,21.38319778,104459800,MSFT
2007-09-25,21.42732814,21.73616409,21.40526933,21.73616409,75621000,MSFT
2007-09-26,21.8244056,21.94941067,21.67734031,21.69204712,60337000,MSFT
2007-09-27,21.83911107,21.85381647,21.64792676,21.68469238,43407100,MSFT
2007-09-28,21.6846922,21.83175748,21.4935079,21.66263199,45819100,MSFT
2007-10-01,21.66262983,21.90528794,21.62586422,21.89058113,43875100,MSFT
2007-10-02,21.83910561,21.94940384,21.74351278,21.83910561,33700900,MSFT
2007-10-03,21.8464582,21.94940443,21.53762371,21.65527534,37633900,MSFT
2007-10-04,21.736164,21.89058267,21.64792595,21.84646225,37868000,MSFT
2007-10-05,21.97881845,22.05235108,21.86116681,21.94205284,45012300,MSFT
2007-10-08,21.80969439,21.94940624,21.76557537,21.94205284,30265400,MSFT
2007-10-09,22.08177303,22.34648863,22.05971281,22.13324547,63603100,MSFT
2007-10-10,22.08911987,22.33177659,22.08176647,22.22883034,32251500,MSFT
2007-10-11,22.28030218,22.52295889,21.90528842,21.99352646,50788400,MSFT
2007-10-12,22.08176281,22.35383169,22.02293699,22.18470764,31121100,MSFT
2007-10-15,22.13323798,22.30236205,22.05970534,22.08911896,47150500,MSFT
2007-10-16,22.23618759,22.48619775,22.22883419,22.29501343,56286200,MSFT
2007-10-17,22.61120031,22.9641553,22.53766767,22.85385704,86092400,MSFT
2007-10-18,22.9568006,22.964154,22.5229596,22.91268158,49208600,MSFT
2007-10-19,22.86120524,22.86120524,22.14058863,22.18470764,75200200,MSFT
2007-10-22,22.14794715,22.57443478,22.14794715,22.4347229,58785100,MSFT
2007-10-23,22.58178662,22.88327058,22.58178662,22.72149849,49956200,MSFT
2007-10-24,22.6847336,23.01562838,22.42737006,22.97886276,77979200,MSFT
2007-10-25,23.21415723,23.69211852,23.15533142,23.52299309,169588700,MSFT
2007-10-26,26.47900345,26.49371026,25.4127864,25.75838661,288121200,MSFT
2007-10-29,25.6260252,25.94956936,25.33189746,25.4201355,114655600,MSFT
2007-10-30,25.2730641,26.17015953,25.2583573,26.15545273,107297300,MSFT
2007-10-31,26.11868717,27.20696545,26.11133237,27.06725502,185635800,MSFT
2007-11-01,26.86136763,27.56728035,26.73636397,27.251091,152078800,MSFT
2007-11-02,27.36874266,27.57463235,26.78048159,27.251091,96389800,MSFT
2007-11-05,27.03048547,27.28049552,26.93489545,27.00842667,75485400,MSFT
2007-11-06,26.90549271,26.95696515,26.37605878,26.77313423,100966700,MSFT
2007-11-07,26.5010571,26.58929513,26.06721617,26.11868858,74897800,MSFT
2007-11-08,26.17750734,26.39810657,25.29512166,25.54513168,133742400,MSFT
2007-11-09,25.13336163,25.39807858,24.74364101,24.80246544,125136900,MSFT
2007-11-12,24.50097884,24.78775456,24.28038235,24.54509926,84865200,MSFT
2007-11-13,24.74429776,25.57795869,24.6262571,25.42303085,104311500,MSFT
2007-11-14,25.54106842,25.63697733,24.89922258,25.03201866,84063100,MSFT
2007-11-15,24.90660286,25.15743962,24.75167501,24.90660286,64014100,MSFT
2007-11-16,24.98036981,25.27546995,24.8697055,25.15005302,71113800,MSFT
2007-11-19,25.05414963,25.26072286,24.98775159,25.05414963,63026200,MSFT
2007-11-20,25.25334459,25.79928434,25.15743569,25.51156044,100009400,MSFT
2007-11-21,25.37875568,25.6222132,25.21644879,25.25333595,89518700,MSFT
2007-11-23,25.3492546,25.40827352,24.86971287,25.1648159,33467200,MSFT
2007-11-26,25.1500549,25.35662529,24.29425966,24.32377052,80335000,MSFT
2007-11-27,24.54510462,24.78856226,24.10982914,24.39017677,84178400,MSFT
2007-11-28,24.62626147,25.00251526,24.27213943,24.86234283,88585000,MSFT
2007-11-29,24.7737974,25.03201035,24.57460335,24.78117371,53633600,MSFT
2007-11-30,25.02463256,25.17218403,24.48607208,24.78855133,71027800,MSFT
2007-12-03,24.71477564,24.81806082,24.10981718,24.28687668,61770600,MSFT
2007-12-04,24.15408439,24.52296165,24.07293094,24.17621613,54801500,MSFT
2007-12-05,24.44919436,25.4672968,24.36804088,25.19432831,84894700,MSFT
2007-12-06,25.27546854,25.53368431,24.98774473,25.48941803,49209700,MSFT
2007-12-07,25.53369405,25.6000921,25.24597013,25.47467232,40771000,MSFT
2007-12-10,25.55581648,25.7845214,25.43039956,25.64434624,36083500,MSFT
2007-12-11,25.62221489,25.81403265,25.03201182,25.15742874,55070700,MSFT
2007-12-12,25.53368987,25.88781178,25.03201646,25.43040466,63345400,MSFT
2007-12-13,25.43777921,26.1534021,25.29022772,25.98371887,73913200,MSFT
2007-12-14,25.85829403,26.44112075,25.82878317,26.05011177,71126200,MSFT
2007-12-17,25.84354234,25.91731949,25.34924812,25.37137985,58121200,MSFT
2007-12-18,25.55581385,25.82140591,25.23857921,25.62959099,52791800,MSFT
2007-12-19,25.59270578,25.92469591,25.36400366,25.66648293,58469100,MSFT
2007-12-20,26.03536057,26.40423787,25.88043278,26.20504379,59345000,MSFT
2007-12-21,26.48539678,26.60343742,26.37473244,26.60343742,83240500,MSFT
2007-12-24,26.65507612,27.09035147,26.59605439,26.98706627,29622600,MSFT
2007-12-26,26.86165334,27.03133661,26.75098898,27.00920486,30252400,MSFT
2007-12-27,26.8173855,26.96493703,26.51490615,26.53704071,33311100,MSFT
2007-12-28,26.63293249,26.72884135,26.31569787,26.64768791,33447200,MSFT
2007-12-31,26.48539344,26.55179147,26.20504588,26.26406479,35229700,MSFT
2008-01-02,26.40423878,26.52965572,25.82141195,25.98371887,63004200,MSFT
2008-01-03,25.98371792,26.30095263,25.71812582,26.09437943,49599600,MSFT
2008-01-04,25.96158942,25.96896855,25.1500603,25.36400986,72090800,MSFT
2008-01-07,25.48942321,25.67386187,25.26809737,25.5336895,80164300,MSFT
2008-01-08,25.60747019,25.60747019,24.64101313,24.67790031,79148300,MSFT
2008-01-09,24.61148891,25.48203939,24.60410979,25.40826225,74305500,MSFT
2008-01-10,25.34187435,25.45253869,24.92135437,25.32712173,72446000,MSFT
2008-01-11,25.18694667,25.26072383,24.87709102,25.01726341,55187900,MSFT
2008-01-14,25.42302245,25.5041759,25.14267773,25.37137985,52792200,MSFT
2008-01-15,25.10578996,25.36400577,25.08365822,25.08365822,61606200,MSFT
2008-01-16,24.65575347,24.82543948,23.984397,24.51558113,120778500,MSFT
2008-01-17,24.74429586,24.93611086,24.32377586,24.42706108,94247800,MSFT
2008-01-18,24.46394535,25.0836594,24.32377297,24.35328102,117062000,MSFT
2008-01-22,23.26877306,23.9991483,23.23926221,23.57862854,108521400,MSFT
2008-01-23,23.22451882,23.6450388,22.89990775,23.55650902,137597400,MSFT
2008-01-24,23.86637107,24.61150513,23.69668777,24.53035164,155640400,MSFT
2008-01-25,25.74763691,25.82141125,24.24999314,24.30163574,196992300,MSFT
2008-01-28,24.36065571,24.41967461,23.91800129,24.13932991,81019000,MSFT
2008-01-29,24.23524091,24.26475177,23.86636355,24.05080223,68023000,MSFT
2008-01-30,24.02128548,24.19834497,23.64502914,23.75569344,106432600,MSFT
2008-01-31,23.5417525,24.15409025,23.40157871,24.05080223,103642200,MSFT
2008-02-01,22.91465757,24.53034054,22.31707674,22.46462822,291138900,MSFT
2008-02-04,22.49413578,22.66381899,22.21378968,22.27280998,119998600,MSFT
2008-02-05,22.06624543,22.08837858,21.31373521,21.4465313,137534100,MSFT
2008-02-06,21.60146346,21.65310607,20.87108629,21.04076958,138315600,MSFT
2008-02-07,20.90796629,21.23257872,20.58335386,20.74566078,164964900,MSFT
2008-02-08,20.87107787,21.45390326,20.8341893,21.07027054,124872000,MSFT
2008-02-11,21.04075666,21.10715467,20.59072601,20.81205177,156814100,MSFT
2008-02-12,20.97436273,21.11453649,20.73828149,20.90796471,84365900,MSFT
2008-02-13,21.11454021,21.43177355,21.04814218,21.36537552,88986200,MSFT
2008-02-14,21.3063567,21.42439876,20.99649965,21.02601051,69113500,MSFT
2008-02-15,20.88583605,21.12929505,20.84157116,20.96698952,68166100,MSFT
2008-02-19,21.32988913,21.35951466,20.78923602,20.86329842,68261200,MSFT
2008-02-20,20.84848253,20.9299513,20.67814002,20.90032578,93056200,MSFT
2008-02-21,21.19658006,21.44838997,20.70776875,20.81145668,98776500,MSFT
2008-02-22,20.91514424,21.02623715,20.14489886,20.50039673,125705400,MSFT
2008-02-25,20.47817426,20.91514084,20.35226861,20.61889267,109974300,MSFT
2008-02-26,20.54482849,21.37432472,20.49298524,21.01882553,108923500,MSFT
2008-02-27,20.87811127,21.24101548,20.81145525,20.92995453,75199500,MSFT
2008-02-28,20.75220288,20.93735815,20.58926534,20.68554688,83002900,MSFT
2008-02-29,20.50780168,20.6114882,20.01158542,20.14489746,117411400,MSFT
2008-03-03,20.17452376,20.28561667,19.90049468,19.98936844,76544300,MSFT
2008-03-04,20.01158672,20.46336473,19.96714843,20.43374062,86925600,MSFT
2008-03-05,20.55224244,21.04105242,20.51521194,20.82627296,106489800,MSFT
2008-03-06,20.78182852,20.86329729,20.36708108,20.41892433,91127700,MSFT
2008-03-07,20.24858354,20.78923667,20.23377078,20.64111328,77597600,MSFT
2008-03-10,20.61148745,20.92995478,20.55223781,20.7744236,72175100,MSFT
2008-03-11,21.03364114,21.72982544,21.01882838,21.68538857,98740700,MSFT
2008-03-12,21.79648109,21.84091796,21.1373287,21.20398331,75993800,MSFT
2008-03-13,21.13733695,21.47061576,20.85590001,21.19658661,84552200,MSFT
2008-03-14,21.27063779,21.48541859,20.47076705,20.70776558,105214900,MSFT
2008-03-17,20.21895827,21.27804681,20.20414691,20.95957947,84490100,MSFT
2008-03-18,21.23361181,21.83351464,21.23361181,21.78907776,83695300,MSFT
2008-03-19,21.75945767,21.91498891,21.19658661,21.19658661,61442100,MSFT
2008-03-20,21.2854525,21.64095033,21.17435961,21.61132622,60170200,MSFT
2008-03-24,21.72241734,21.77426059,21.5224493,21.60391808,48294700,MSFT
2008-03-25,21.72241394,21.75203946,21.4335722,21.58169556,49149000,MSFT
2008-03-26,21.50023251,21.52985662,21.01882763,21.15213966,45868100,MSFT
2008-03-27,21.09289093,21.10029732,20.73739311,20.7744236,47894400,MSFT
2008-03-28,20.90773486,21.05585965,20.61148668,20.67073631,49244000,MSFT
2008-03-31,20.64851499,21.17435669,20.61889088,21.01882553,46780600,MSFT
2008-04-01,21.35211133,21.87795317,21.20398651,21.84832764,65796200,MSFT
2008-04-02,21.90016832,21.9075747,21.47801447,21.59651375,49499400,MSFT
2008-04-03,21.47801208,21.71501061,21.3298873,21.47801208,38961400,MSFT
2008-04-04,21.5742946,21.67057615,21.28545279,21.59651375,43860800,MSFT
2008-04-07,21.88535556,21.91498109,21.50023362,21.59651375,44428600,MSFT
2008-04-08,21.43357654,21.47801341,21.13732836,21.29285812,44733500,MSFT
2008-04-09,21.27063975,21.50763972,21.13732913,21.39654541,45839300,MSFT
2008-04-10,21.35211003,21.7742639,21.32989088,21.55948448,65591600,MSFT
2008-04-11,21.38173165,21.48541815,20.89292043,20.94476509,54373700,MSFT
2008-04-14,20.91513995,20.9669832,20.6855478,20.78182793,43418100,MSFT
2008-04-15,20.82626626,21.0928889,20.75961025,20.92254639,34310000,MSFT
2008-04-16,21.15954411,21.51504189,21.01882571,21.44098091,54107400,MSFT
2008-04-17,21.56688636,21.72982249,21.40394882,21.64094734,48743300,MSFT
2008-04-18,22.22604385,22.29269987,21.92979563,22.21863747,73658900,MSFT
2008-04-21,22.35935109,22.66300563,22.30750784,22.5296936,54411700,MSFT
2008-04-22,22.69263518,22.73707347,22.19641887,22.40379333,67387500,MSFT
2008-04-23,22.55191648,23.29994266,22.44082217,23.29253769,98351500,MSFT
2008-04-24,23.42584834,23.7739398,23.07775687,23.551754,115416700,MSFT
2008-04-25,22.2556638,22.50747509,21.92238514,22.09272766,145194900,MSFT
2008-04-28,22.07051052,22.10013604,21.3447021,21.47060776,97473000,MSFT
2008-04-29,21.3298869,21.40394929,21.07067064,21.21138763,84428900,MSFT
2008-04-30,21.28545663,21.63354814,21.11511406,21.12252045,74733600,MSFT
2008-05-01,21.10770272,21.84091749,21.09288996,21.77426147,71699400,MSFT
2008-05-02,21.91498133,21.93720047,21.37432819,21.65576363,66024200,MSFT
2008-05-05,22.1667843,22.38897001,21.47060025,21.53725624,119687700,MSFT
2008-05-06,21.4780057,22.11494012,21.42616247,21.99644089,93582000,MSFT
2008-05-07,21.98904418,22.32232287,21.53726479,21.63354492,88775000,MSFT
2008-05-08,21.68538108,21.76684842,21.47800671,21.6779747,69589900,MSFT
2008-05-09,21.6335451,21.88535643,21.44098483,21.76685715,51621200,MSFT
2008-05-12,21.77426271,22.26307258,21.73723221,22.21122932,64278800,MSFT
2008-05-13,22.30042636,22.39706092,21.95105353,22.13689041,70934700,MSFT
2008-05-14,22.21865943,22.49369867,22.09972392,22.24839401,66730400,MSFT
2008-05-15,22.28556485,22.69440696,22.25583168,22.63493919,53355800,MSFT
2008-05-16,22.64980585,22.6572395,22.24096515,22.29299927,81538200,MSFT
2008-05-19,22.20379306,22.21865893,21.78751739,21.89901924,59615000,MSFT
2008-05-20,21.78008628,21.78751993,21.28204328,21.37867928,75767600,MSFT
2008-05-21,21.41584707,21.59425035,20.95497229,20.99957275,60125100,MSFT
2008-05-22,21.02187378,21.33407988,20.94753873,21.16310883,52203100,MSFT
2008-05-23,21.00700631,21.05904043,20.77656892,20.85090256,48890700,MSFT
2008-05-27,20.89550532,21.18541048,20.85090343,21.14081001,47334500,MSFT
2008-05-28,21.23001374,21.23744739,20.84347395,20.94754219,52318500,MSFT
2008-05-29,20.96983534,21.31920962,20.91780123,21.04417038,47699200,MSFT
2008-05-30,21.0962076,21.33408006,20.9624062,21.05160713,63399200,MSFT
2008-06-02,20.99213915,21.0813415,20.47922884,20.66506577,77028400,MSFT
2008-06-03,20.74683402,21.04417281,20.27109195,20.30082512,86616700,MSFT
2008-06-04,20.27852736,20.54613158,20.21905959,20.47179794,79567400,MSFT
2008-06-05,20.60559774,21.03673935,20.51639681,21.03673935,76063400,MSFT
2008-06-06,20.80630331,20.94010614,20.43462944,20.43462944,78500800,MSFT
2008-06-09,20.55356695,20.74683755,20.29339493,20.59816742,66787100,MSFT
2008-06-10,20.33799266,21.02930622,20.30825807,20.73196602,77433900,MSFT
2008-06-11,20.70223128,20.76913268,20.15215421,20.15958786,59330800,MSFT
2008-06-12,20.36772576,21.22257529,20.21162343,20.99213791,113996300,MSFT
2008-06-13,21.28204412,21.98079136,21.18540954,21.60911751,131969100,MSFT
2008-06-16,21.57194633,21.63884772,21.28947347,21.50504494,74718900,MSFT
2008-06-17,21.58682147,21.64628924,21.40098452,21.40841675,44256700,MSFT
2008-06-18,21.22257921,21.45301805,21.1556778,21.1556778,49677800,MSFT
2008-06-19,21.22257207,21.69831547,21.05903612,21.50504494,62037800,MSFT
2008-06-20,21.48275384,21.49762114,20.88807609,20.98471069,97480400,MSFT
2008-06-23,21.03673993,21.11850864,20.65763384,20.79143524,57145300,MSFT
2008-06-24,20.75426977,20.82117118,20.4494973,20.61303329,65218300,MSFT
2008-06-25,20.67250128,21.31178082,20.63533446,21.07390976,64280200,MSFT
2008-06-26,20.83603897,20.96240815,20.62790108,20.62790108,67049100,MSFT
2008-06-27,20.57586261,20.74683223,20.41232523,20.53869438,73450200,MSFT
2008-06-30,20.6130313,20.79886822,20.43462802,20.44949532,57830500,MSFT
2008-07-01,20.27109177,20.35285905,19.65411324,19.97375298,100327800,MSFT
2008-07-02,19.99605377,20.07038883,19.23783875,19.23783875,84669000,MSFT
2008-07-03,19.3047421,19.40137811,19.02970421,19.31217575,37074500,MSFT
2008-07-07,19.40881011,19.61694657,18.91820071,19.34934235,71527600,MSFT
2008-07-08,19.27500004,19.4757042,18.96279405,19.2155323,65553200,MSFT
2008-07-09,19.17094118,19.21554165,18.71749855,18.75466537,54255800,MSFT
2008-07-10,18.73236261,19.08173552,18.56882521,18.91819954,57830600,MSFT
2008-07-11,18.70262604,19.05943255,18.48705596,18.76952744,69532600,MSFT
2008-07-14,18.94050086,19.18580557,18.63572839,18.69519615,51216200,MSFT
2008-07-15,18.53165958,19.80278355,18.53165958,19.43854332,92719300,MSFT
2008-07-16,19.42367483,20.28595947,19.26757249,20.26365852,82060400,MSFT
2008-07-17,20.50152298,20.74682759,20.15215018,20.45692253,96526100,MSFT
2008-07-18,19.59464479,19.67641207,18.66546022,19.22297096,150277000,MSFT
2008-07-21,19.07430791,19.45341553,18.9776733,19.05944061,77575600,MSFT
2008-07-22,18.98510037,19.28243916,18.94049849,19.17836952,88657200,MSFT
2008-07-23,19.22297285,19.95145329,19.2155392,19.64668083,79408800,MSFT
2008-07-24,19.39394625,19.45341403,18.91077042,18.91077042,81092600,MSFT
2008-07-25,19.05942949,19.49057099,18.9553613,19.44597054,58682300,MSFT
2008-07-28,19.3716385,19.40880673,18.83642872,18.95536423,59707800,MSFT
2008-07-29,18.97023812,19.46828125,18.88103575,19.40881348,66368200,MSFT
2008-07-30,19.47570349,19.69127351,19.25269841,19.49800301,51977700,MSFT
2008-07-31,19.21554395,19.53518378,19.11147428,19.11890793,60461000,MSFT
2008-08-01,19.26757706,19.289878,18.63573108,18.91077042,82720200,MSFT
2008-08-04,18.87359734,18.99253286,18.6654609,18.79183006,60588300,MSFT
2008-08-05,19.05944235,19.53518603,18.95537408,19.48315048,84297600,MSFT
2008-08-06,19.86968316,20.18932289,19.60951119,20.08525467,95550000,MSFT
2008-08-07,19.9960485,20.62789419,19.86967936,20.36028862,82565800,MSFT
2008-08-08,20.33056144,20.98470684,20.21162591,20.91037178,80814100,MSFT
2008-08-11,20.7096696,21.11107666,20.56099947,20.73940277,68743800,MSFT
2008-08-12,20.65020427,21.08134598,20.50153413,20.90294266,62813000,MSFT
2008-08-13,20.86577124,21.185411,20.63533383,20.74683571,51165200,MSFT
2008-08-14,20.6799343,21.021875,20.48666371,20.74683571,49732300,MSFT
2008-08-15,20.79886979,20.92523896,20.50153097,20.67250061,47267400,MSFT
2008-08-18,20.65019913,20.85090193,20.47922809,20.58329773,38078200,MSFT
2008-08-19,20.55344709,20.71017204,20.35194238,20.38925743,40332900,MSFT
2008-08-20,20.5534471,20.58329886,20.27731085,20.36686897,41497200,MSFT
2008-08-21,20.22507174,20.32209175,20.04595688,20.28477669,43614200,MSFT
2008-08-22,20.32208513,20.80718787,20.31462183,20.77733612,47930400,MSFT
2008-08-25,20.6056827,20.77733418,20.49373471,20.64299774,51381300,MSFT
2008-08-26,20.58329468,20.68777795,20.27730673,20.35193825,44774400,MSFT
2008-08-27,20.40419016,20.74003146,20.24746375,20.56837845,33975300,MSFT
2008-08-28,20.60568196,20.90420658,20.59821867,20.85196495,48372600,MSFT
2008-08-29,20.65793039,20.73256193,20.36686897,20.36686897,50735500,MSFT
2008-09-02,20.65046694,20.71763518,20.19521586,20.22506905,66079200,MSFT
2008-09-03,20.15043911,20.2847756,20.03102922,20.07580757,57127700,MSFT
2008-09-04,19.95638838,20.06833493,19.66532707,19.66532707,66141900,MSFT
2008-09-05,19.42650947,19.56830778,19.12798342,19.14291,82305200,MSFT
2008-09-08,19.56084585,19.65040396,19.15783792,19.49367905,62110800,MSFT
2008-09-09,19.55339323,19.85191802,19.44144518,19.47876167,85735700,MSFT
2008-09-10,19.79219927,20.04594553,19.59069464,19.73249435,75064900,MSFT
2008-09-11,19.47875517,20.49373913,19.42651353,20.40418243,72913300,MSFT
2008-09-12,20.25491298,20.70270059,20.10565139,20.61314392,75628500,MSFT
2008-09-15,20.09073337,20.51613129,19.9489336,20.01610184,82349400,MSFT
2008-09-16,19.47128946,19.76981412,19.04589165,19.39665794,111729700,MSFT
2008-09-17,19.20261924,19.30710395,18.28465525,18.3368969,106972100,MSFT
2008-09-18,18.50854795,18.91902065,17.91896187,18.85185242,132291300,MSFT
2008-09-19,19.68026051,19.70264897,17.53834309,18.77722168,134926100,MSFT
2008-09-22,19.56830314,19.64293464,18.89662253,18.95632744,105207700,MSFT
2008-09-23,19.15037519,19.53099467,18.91155546,18.98618698,92181300,MSFT
2008-09-24,19.09067281,19.47129234,19.00111469,19.1951561,80250300,MSFT
2008-09-25,19.26978562,20.06087636,19.21008069,19.85937309,96203500,MSFT
2008-09-26,19.53099727,20.56837114,19.50860738,20.44896126,100744300,MSFT
2008-09-29,20.1056548,20.64299917,18.66527176,18.66527176,134383100,MSFT
2008-09-30,19.2324695,19.91907692,19.06081801,19.91907692,107192700,MSFT
2008-10-01,19.68772047,20.14297148,19.61309036,19.76235199,88957000,MSFT
2008-10-02,19.53845851,19.79966813,19.18022891,19.59070015,93819800,MSFT
2008-10-03,19.68026273,20.5012054,19.5832413,19.64294624,114289400,MSFT
2008-10-06,19.12798738,19.39666031,18.015982,18.59064293,146374600,MSFT
2008-10-07,18.6428866,18.81453814,17.26967143,17.33683968,145941200,MSFT
2008-10-08,17.09055836,18.13539572,16.7920336,17.1726532,171598600,MSFT
2008-10-09,17.73984309,17.84432635,16.47111166,16.64276314,131948700,MSFT
2008-10-10,16.26215239,16.68008705,15.41135505,16.04572105,228467500,MSFT
2008-10-13,17.06070328,19.03096771,16.88905033,19.03096771,144935400,MSFT
2008-10-14,19.13545422,19.20262246,17.61297728,17.98613358,165674900,MSFT
2008-10-15,17.74730646,18.09807272,16.77709964,16.91143608,113280200,MSFT
2008-10-16,17.12041018,18.05330086,15.90391993,18.05330086,161147800,MSFT
2008-10-17,17.59058757,18.73990965,17.39654613,17.85926056,133673100,MSFT
2008-10-20,18.06076535,18.47123671,17.17265296,18.44884682,93484300,MSFT
2008-10-21,18.13538955,18.66527206,17.36668874,17.43385696,100385600,MSFT
2008-10-22,17.19503141,17.20995657,15.59792256,16.06809998,150054800,MSFT
2008-10-23,16.08303293,16.85919857,15.59046682,16.65769386,154774100,MSFT
2008-10-24,15.7173345,17.06069732,15.63524113,16.3890152,153919700,MSFT
2008-10-27,16.17259495,16.38902488,15.68749202,15.80690193,117683900,MSFT
2008-10-28,16.15020161,17.32191198,15.92630844,17.23981857,134088800,MSFT
2008-10-29,17.26220016,17.88910251,16.94128712,17.16518021,111701800,MSFT
2008-10-30,17.68013973,17.82193805,16.70993283,16.88904762,95323000,MSFT
2008-10-31,16.81442038,17.09801849,16.50843238,16.66515732,93055200,MSFT
2008-11-03,16.77710327,17.09801785,16.57559857,16.88158798,61923500,MSFT
2008-11-04,17.26221515,17.65776147,17.06817507,17.56074142,72123000,MSFT
2008-11-05,17.41146911,17.41893241,16.45618868,16.47857857,81179700,MSFT
2008-11-06,16.3218596,16.47858459,15.56808359,15.58300877,95509700,MSFT
2008-11-07,15.91138456,16.07557424,15.67256475,16.04572105,71256300,MSFT
2008-11-10,16.30692752,16.39648422,15.81436141,15.89645481,67106800,MSFT
2008-11-11,15.88899805,15.89645993,15.5158417,15.8218298,78014500,MSFT
2008-11-12,15.59045929,15.67255408,15.13520988,15.15013504,90162300,MSFT
2008-11-13,15.03819728,15.85914135,13.98589672,15.85914135,148413700,MSFT
2008-11-14,15.34418555,15.92630985,14.66504125,14.97102928,96624500,MSFT
2008-11-17,14.73220193,15.10535801,14.29187764,14.41875076,97289000,MSFT
2008-11-18,14.65167463,14.77189338,14.08814868,14.74183941,108966500,MSFT
2008-11-19,14.74936127,14.98980036,13.71247349,13.74252892,103010500,MSFT
2008-11-20,13.61479328,14.1557779,13.14894434,13.1714859,139532800,MSFT
2008-11-21,13.53966042,14.80195971,13.509605,14.78693199,157231900,MSFT
2008-11-24,14.94471794,15.73365567,14.92969166,15.54581356,125289900,MSFT
2008-11-25,15.67354471,15.72614026,14.68925111,15.01985359,92948100,MSFT
2008-11-26,14.82449175,15.53829199,14.82449175,15.39553165,79678300,MSFT
2008-11-28,15.20018182,15.26029123,15.04239515,15.19266796,28650800,MSFT
2008-12-01,14.9372032,14.9898002,13.97545257,13.98296642,79639900,MSFT
2008-12-02,14.26848169,14.50891928,13.94539314,14.38870049,79689800,MSFT
2008-12-03,14.01301733,14.95222763,13.9754495,14.9296875,80961500,MSFT
2008-12-04,14.57654629,14.96725819,14.11821256,14.35865021,78719200,MSFT
2008-12-05,14.20837325,15.01233703,13.87777082,14.9296875,91996200,MSFT
